_t,Name,State
County,Cowlitz County,Washington 
County,Douglas County,Washington 
County,Ferry County,Washington 
County,Franklin County,Washington 
County,Garfield County,Washington 
County,Grant County,Washington 
County,Grays Harbor County,Washington 
County,Island County,Washington 
County,Jefferson County,Washington 
County,King County,Washington 
County,Kitsap County,Washington 
County,Kittitas County,Washington 
County,Klickitat County,Washington 
County,Lewis County,Washington 
County,Lincoln County,Washington 
County,Mason County,Washington 
County,Okanogan County,Washington 
County,Pacific County,Washington 
County,Pend Oreille County,Washington 
County,Pierce County,Washington 
County,San Juan County,Washington 
County,Skagit County,Washington 
County,Skamania County,Washington 
County,Snohomish County,Washington 
County,Spokane County,Washington 
County,Stevens County,Washington 
County,Thurston County,Washington 
County,Wahkiakum County,Washington 
County,Walla Walla County,Washington 
County,Whatcom County,Washington 
County,Whitman County,Washington 
County,Yakima County,Washington 
County,Barbour County,West Virginia 
County,Berkeley County,West Virginia 
County,Boone County,West Virginia 
County,Braxton County,West Virginia 
County,Brooke County,West Virginia 
County,Cabell County,West Virginia 
County,Calhoun County,West Virginia 
County,Clay County,West Virginia 
County,Doddridge County,West Virginia 
County,Fayette County,West Virginia 
County,Gilmer County,West Virginia 
County,Grant County,West Virginia 
County,Greenbrier County,West Virginia 
County,Hampshire County,West Virginia 
County,Hancock County,West Virginia 
County,Hardy County,West Virginia 
County,Harrison County,West Virginia 
County,Jackson County,West Virginia 
County,Jefferson County,West Virginia 
County,Kanawha County,West Virginia 
County,Lewis County,West Virginia 
County,Lincoln County,West Virginia 
County,Logan County,West Virginia 
County,Marion County,West Virginia 
County,Marshall County,West Virginia 
County,Mason County,West Virginia 
County,McDowell County,West Virginia 
County,Mercer County,West Virginia 
County,Mineral County,West Virginia 
County,Mingo County,West Virginia 
County,Monongalia County,West Virginia 
County,Monroe County,West Virginia 
County,Morgan County,West Virginia 
County,Nicholas County,West Virginia 
County,Ohio County,West Virginia 
County,Pendleton County,West Virginia 
County,Pleasants County,West Virginia 
County,Pocahontas County,West Virginia 
County,Preston County,West Virginia 
County,Putnam County,West Virginia 
County,Raleigh County,West Virginia 
County,Randolph County,West Virginia 
County,Ritchie County,West Virginia 
County,Roane County,West Virginia 
County,Summers County,West Virginia 
County,Taylor County,West Virginia 
County,Tucker County,West Virginia 
County,Tyler County,West Virginia 
County,Upshur County,West Virginia 
County,Wayne County,West Virginia 
County,Webster County,West Virginia 
County,Wetzel County,West Virginia 
County,Wirt County,West Virginia 
County,Wood County,West Virginia 
County,Wyoming County,West Virginia 
County,Adams County,Wisconsin 
County,Ashland County,Wisconsin 
County,Barron County,Wisconsin 
County,Bayfield County,Wisconsin 
County,Brown County,Wisconsin 
County,Buffalo County,Wisconsin 
County,Burnett County,Wisconsin 
County,Calumet County,Wisconsin 
County,Chippewa County,Wisconsin 
County,Clark County,Wisconsin 
County,Columbia County,Wisconsin 
County,Crawford County,Wisconsin 
County,Dane County,Wisconsin 
County,Dodge County,Wisconsin 
County,Door County,Wisconsin 
County,Douglas County,Wisconsin 
County,Dunn County,Wisconsin 
County,Eau Claire County,Wisconsin 
County,Florence County,Wisconsin 
County,Fond du Lac County,Wisconsin 
County,Forest County,Wisconsin 
County,Grant County,Wisconsin 
County,Green County,Wisconsin 
County,Green Lake County,Wisconsin 
County,Iowa County,Wisconsin 
County,Iron County,Wisconsin 
County,Jackson County,Wisconsin 
County,Jefferson County,Wisconsin 
County,Juneau County,Wisconsin 
County,Kenosha County,Wisconsin 
County,Kewaunee County,Wisconsin 
County,La Crosse County,Wisconsin 
County,Lafayette County,Wisconsin 
County,Langlade County,Wisconsin 
County,Lincoln County,Wisconsin 
County,Manitowoc County,Wisconsin 
County,Marathon County,Wisconsin 
County,Marinette County,Wisconsin 
County,Marquette County,Wisconsin 
County,Menominee County,Wisconsin 
County,Milwaukee County,Wisconsin 
County,Monroe County,Wisconsin 
County,Oconto County,Wisconsin 
County,Oneida County,Wisconsin 
County,Outagamie County,Wisconsin 
County,Ozaukee County,Wisconsin 
County,Pepin County,Wisconsin 
County,Pierce County,Wisconsin 
County,Polk County,Wisconsin 
County,Portage County,Wisconsin 
County,Price County,Wisconsin 
County,Racine County,Wisconsin 
County,Richland County,Wisconsin 
County,Rock County,Wisconsin 
County,Rusk County,Wisconsin 
County,Sauk County,Wisconsin 
County,Sawyer County,Wisconsin 
County,Shawano County,Wisconsin 
County,Sheboygan County,Wisconsin 
County,St. Croix County,Wisconsin 
County,Taylor County,Wisconsin 
County,Trempealeau County,Wisconsin 
County,Vernon County,Wisconsin 
County,Vilas County,Wisconsin 
County,Walworth County,Wisconsin 
County,Washburn County,Wisconsin 
County,Washington County,Wisconsin 
County,Waukesha County,Wisconsin 
County,Waupaca County,Wisconsin 
County,Waushara County,Wisconsin 
County,Winnebago County,Wisconsin 
County,Wood County,Wisconsin 
County,Albany County,Wyoming 
County,Big Horn County,Wyoming 
County,Campbell County,Wyoming 
County,Carbon County,Wyoming 
County,Converse County,Wyoming 
County,Crook County,Wyoming 
County,Fremont County,Wyoming 
County,Goshen County,Wyoming 
County,Hot Springs County,Wyoming 
County,Johnson County,Wyoming 
County,Laramie County,Wyoming 
County,Lincoln County,Wyoming 
County,Natrona County,Wyoming 
County,Niobrara County,Wyoming 
County,Park County,Wyoming 
County,Platte County,Wyoming 
County,Sheridan County,Wyoming 
County,Sublette County,Wyoming 
County,Sweetwater County,Wyoming 
County,Teton County,Wyoming 
County,Uinta County,Wyoming 
County,Washakie County,Wyoming 
County,Weston County,Wyoming 
